order_id,customer_id,city,food_category,order_value,time_of_day,order_date,order_status,delivery_time_mins,rating,revenue_category,is_completed
ORD00637,CUST0139,Chicago,Chinese,71.09,Evening,3/30/2024,Completed,55,1,High,1
ORD00638,CUST0398,New York,Sushi,46.34,Evening,2/16/2024,Refunded,32,1.3,High,0
ORD00639,CUST0469,Atlanta,Salads,64.61,Afternoon,11/11/2024,Completed,29,3.7,Medium,1
ORD00640,CUST0263,Dallas,Chinese,26.61,Morning,6/6/2024,Refunded,62,4.1,High,0
ORD00641,CUST0171,Chicago,Salads,60.05,Morning,10/1/2024,Completed,39,3.2,Medium,1
ORD00642,CUST0202,Los Angeles,Chinese,10.92,Late Night,12/29/2024,Completed,56,2,High,1
ORD00643,CUST0316,Dallas,Breakfast,24.19,Evening,8/20/2024,Completed,29,1.5,Low,1
ORD00644,CUST0344,Atlanta,Sushi,11.09,Afternoon,9/4/2024,Cancelled,69,3,Low,0
ORD00645,CUST0487,Houston,Breakfast,75.94,Late Night,11/1/2024,Completed,23,4,Low,1
ORD00646,CUST0356,Atlanta,Sushi,17.02,Evening,11/22/2024,Cancelled,72,4.3,High,0
ORD00647,CUST0458,Dallas,Pizza,12.92,Evening,7/26/2024,Completed,42,2.1,Low,1
ORD00648,CUST0252,Chicago,Burgers,36.7,Morning,6/23/2024,Completed,52,3,Low,1
ORD00649,CUST0137,Dallas,Breakfast,36.9,Late Night,2/22/2024,Completed,21,1.5,Medium,1
ORD00650,CUST0090,Miami,Pizza,57.25,Afternoon,6/30/2024,Completed,26,1,Medium,1
ORD00651,CUST0061,New York,Sushi,36.2,Late Night,6/30/2024,Completed,27,1.3,High,1
ORD00652,CUST0459,Houston,Mexican,61.06,Evening,5/10/2024,Completed,69,3.7,Medium,1
ORD00653,CUST0126,Seattle,Burgers,18.81,Late Night,2/17/2024,Completed,24,4.8,High,1
ORD00654,CUST0248,Houston,Burgers,87.47,Afternoon,5/3/2024,Completed,15,3.3,Low,1
ORD00655,CUST0225,Los Angeles,Chinese,17.35,Evening,4/17/2024,Completed,61,2.1,High,1
ORD00656,CUST0222,Atlanta,Salads,80.3,Evening,2/7/2024,Completed,41,1.6,Low,1
ORD00657,CUST0449,Chicago,Mexican,39.83,Evening,12/15/2024,Completed,50,4.3,High,1
ORD00658,CUST0122,Los Angeles,Pizza,26.75,Late Night,6/22/2024,Completed,53,3.4,Medium,1
ORD00659,CUST0137,New York,Salads,42.26,Late Night,11/25/2024,Completed,70,2.6,Medium,1
ORD00660,CUST0159,Houston,Sushi,29.18,Morning,1/23/2024,Cancelled,60,3.3,Medium,0
ORD00661,CUST0286,Seattle,Breakfast,53.06,Morning,9/15/2024,Completed,46,1.7,Medium,1
ORD00662,CUST0054,Miami,Burgers,45.52,Afternoon,6/9/2024,Completed,30,1.1,Medium,1
ORD00663,CUST0292,Seattle,Breakfast,30.01,Morning,1/1/2024,Cancelled,31,1.3,Medium,0
ORD00664,CUST0452,New York,Breakfast,49.49,Afternoon,7/22/2024,Completed,40,4.7,Medium,1
ORD00665,CUST0230,Atlanta,Mexican,77.05,Evening,6/8/2024,Completed,51,4.6,Medium,1
ORD00666,CUST0426,Miami,Burgers,88.7,Morning,8/4/2024,Refunded,27,2.7,High,0
ORD00667,CUST0016,Houston,Burgers,17.79,Afternoon,9/11/2024,Cancelled,63,1.1,High,0
ORD00668,CUST0382,Houston,Salads,9.56,Evening,9/10/2024,Completed,52,3.6,Low,1
ORD00669,CUST0457,Los Angeles,Salads,33.22,Morning,10/18/2024,Cancelled,17,3.8,Low,0
ORD00670,CUST0500,Chicago,Breakfast,69.4,Morning,4/27/2024,Completed,67,3.9,Medium,1
ORD00671,CUST0221,Seattle,Breakfast,25.31,Morning,11/7/2024,Completed,29,2.1,High,1
ORD00672,CUST0334,Atlanta,Burgers,42.36,Morning,9/11/2024,Refunded,38,3.8,Medium,0
ORD00673,CUST0432,Los Angeles,Desserts,10.03,Evening,7/9/2024,Completed,62,3.4,Medium,1
ORD00674,CUST0261,Seattle,Salads,40.33,Morning,10/21/2024,Refunded,57,1.5,Low,0
ORD00675,CUST0055,Atlanta,Pizza,74.56,Evening,4/25/2024,Completed,34,4.2,Medium,1
ORD00676,CUST0497,Seattle,Mexican,72.91,Late Night,7/29/2024,Completed,73,1.3,High,1
ORD00677,CUST0041,Los Angeles,Mexican,57.82,Late Night,5/19/2024,Completed,19,3,High,1
ORD00678,CUST0473,Chicago,Pizza,44.03,Evening,1/16/2024,Completed,20,2.6,High,1
ORD00679,CUST0441,Houston,Chinese,37.82,Evening,7/28/2024,Refunded,30,4,Medium,0
ORD00680,CUST0071,Los Angeles,Sushi,35.56,Evening,7/18/2024,Completed,58,3.6,Medium,1
ORD00681,CUST0179,Houston,Pizza,89,Evening,12/15/2024,Refunded,55,3,Medium,0
ORD00682,CUST0500,Atlanta,Burgers,16.2,Afternoon,7/4/2024,Completed,22,4.1,High,1
ORD00683,CUST0217,Chicago,Breakfast,31.17,Late Night,9/9/2024,Completed,69,2.3,Low,1
ORD00684,CUST0219,New York,Burgers,76.62,Morning,6/26/2024,Completed,35,4,Medium,1
ORD00685,CUST0482,Los Angeles,Chinese,54.63,Late Night,4/20/2024,Completed,33,2.9,High,1
ORD00686,CUST0261,Houston,Desserts,76.08,Evening,12/30/2024,Cancelled,16,3.1,Medium,0
ORD00687,CUST0038,Houston,Sushi,64.11,Afternoon,3/10/2024,Cancelled,19,4.2,High,0
ORD00688,CUST0492,Chicago,Mexican,71.32,Morning,1/11/2024,Completed,75,4.4,High,1
ORD00689,CUST0023,Houston,Mexican,67.47,Morning,7/9/2024,Completed,49,2,High,1
ORD00690,CUST0032,Los Angeles,Burgers,76.94,Afternoon,6/1/2024,Completed,35,4.2,High,1
ORD00691,CUST0319,New York,Salads,64.21,Afternoon,10/10/2024,Completed,52,2.4,High,1
ORD00692,CUST0039,Miami,Breakfast,28.5,Morning,9/28/2024,Completed,19,3,High,1
ORD00693,CUST0474,Los Angeles,Burgers,65.17,Morning,1/1/2024,Completed,25,1.2,Medium,1
ORD00694,CUST0447,Miami,Pizza,66.88,Morning,9/3/2024,Completed,16,3.2,High,1
ORD00695,CUST0075,Miami,Mexican,82.34,Morning,5/23/2024,Completed,53,4.3,High,1
ORD00696,CUST0473,Chicago,Mexican,85.11,Afternoon,3/6/2024,Refunded,26,3.1,High,0
ORD00697,CUST0054,Chicago,Burgers,27.02,Evening,6/12/2024,Refunded,57,1.9,High,0
ORD00698,CUST0115,Miami,Chinese,32.68,Morning,8/16/2024,Completed,26,2.6,Medium,1
ORD00699,CUST0016,Houston,Salads,40.1,Morning,1/10/2024,Completed,73,4.1,Medium,1
ORD00700,CUST0087,Los Angeles,Chinese,68.6,Late Night,12/12/2024,Completed,54,4.3,Medium,1
ORD00701,CUST0146,Houston,Sushi,75.23,Evening,7/5/2024,Completed,42,3.8,High,1
ORD00702,CUST0135,Miami,Burgers,71.09,Morning,6/20/2024,Cancelled,17,2.9,High,0
ORD00703,CUST0492,Chicago,Mexican,30.28,Afternoon,7/31/2024,Cancelled,42,2.9,High,0
ORD00704,CUST0370,Chicago,Chinese,44.49,Morning,2/20/2024,Completed,28,4.1,Medium,1
ORD00705,CUST0172,Dallas,Mexican,76.94,Morning,9/17/2024,Completed,64,1.5,Medium,1
ORD00706,CUST0298,Chicago,Chinese,87.34,Morning,1/29/2024,Completed,39,2.6,High,1
ORD00707,CUST0192,Miami,Salads,81.14,Morning,3/29/2024,Cancelled,25,4.7,High,0
ORD00708,CUST0104,Dallas,Breakfast,76.81,Evening,5/18/2024,Cancelled,16,1.5,High,0
ORD00709,CUST0150,Houston,Chinese,19.9,Morning,7/4/2024,Completed,25,3.1,High,1
ORD00710,CUST0179,Houston,Mexican,38.55,Afternoon,11/3/2024,Completed,20,4.1,Low,1
ORD00711,CUST0103,Miami,Breakfast,54.56,Late Night,10/21/2024,Cancelled,37,4.1,Medium,0
ORD00712,CUST0288,Los Angeles,Desserts,44.74,Evening,12/17/2024,Refunded,61,2.6,Medium,0
ORD00713,CUST0183,New York,Desserts,83.51,Late Night,8/23/2024,Completed,62,1.2,Medium,1
ORD00714,CUST0429,Los Angeles,Breakfast,20.23,Morning,3/13/2024,Completed,25,4.8,High,1
ORD00715,CUST0327,Atlanta,Chinese,11.32,Afternoon,12/22/2024,Completed,52,1.6,Low,1
ORD00716,CUST0313,Los Angeles,Sushi,20.73,Late Night,1/27/2024,Refunded,52,4.7,Low,0
ORD00717,CUST0281,Dallas,Breakfast,53.13,Afternoon,10/14/2024,Completed,50,4.3,Low,1
ORD00718,CUST0406,Houston,Pizza,22.95,Morning,3/28/2024,Completed,62,4.9,Medium,1
ORD00719,CUST0217,Houston,Salads,49.24,Morning,1/12/2024,Completed,49,4.5,Low,1
ORD00720,CUST0157,New York,Desserts,35.55,Late Night,6/20/2024,Cancelled,32,1.8,Medium,0
ORD00721,CUST0137,Miami,Chinese,64.26,Late Night,5/22/2024,Refunded,22,4.6,Medium,0
ORD00722,CUST0321,Chicago,Chinese,21.87,Afternoon,1/6/2024,Completed,55,2.1,High,1
ORD00723,CUST0294,Chicago,Desserts,16.71,Afternoon,4/13/2024,Completed,24,4.8,Low,1
ORD00724,CUST0407,New York,Sushi,39.18,Evening,4/14/2024,Cancelled,67,1.4,Low,0
ORD00725,CUST0278,Seattle,Pizza,18.51,Afternoon,3/11/2024,Completed,65,3.7,Medium,1
ORD00726,CUST0164,Atlanta,Breakfast,19,Afternoon,9/23/2024,Completed,53,3.9,Low,1
ORD00727,CUST0246,Chicago,Desserts,73.95,Morning,8/29/2024,Cancelled,58,4.2,Low,0
ORD00728,CUST0452,Los Angeles,Salads,33.53,Late Night,10/12/2024,Cancelled,63,5,High,0
ORD00729,CUST0176,New York,Salads,79.09,Evening,6/21/2024,Refunded,27,1.2,Medium,0
ORD00730,CUST0016,Dallas,Salads,15.98,Morning,8/28/2024,Cancelled,70,3.5,High,0
ORD00731,CUST0063,Seattle,Chinese,56.77,Morning,9/28/2024,Completed,61,2.1,Low,1
ORD00732,CUST0390,Chicago,Sushi,61.98,Late Night,5/4/2024,Completed,52,4.4,High,1
ORD00733,CUST0192,Houston,Breakfast,47.87,Afternoon,10/6/2024,Cancelled,42,4.1,High,0
ORD00734,CUST0364,Chicago,Chinese,36.36,Afternoon,4/10/2024,Completed,74,3.3,Medium,1
ORD00735,CUST0137,New York,Chinese,31.87,Morning,11/1/2024,Cancelled,61,3.9,Medium,0
ORD00736,CUST0453,Atlanta,Burgers,41.17,Morning,5/17/2024,Completed,67,3.2,Medium,1
ORD00737,CUST0469,New York,Pizza,74.57,Morning,12/20/2024,Refunded,30,4.5,Medium,0
ORD00738,CUST0120,Chicago,Desserts,53.68,Evening,11/13/2024,Refunded,57,4.8,High,0
ORD00739,CUST0148,Chicago,Salads,18.26,Late Night,2/21/2024,Cancelled,63,4.1,Medium,0
ORD00740,CUST0028,New York,Chinese,57.01,Evening,5/24/2024,Completed,18,3.5,Low,1
ORD00741,CUST0490,Miami,Chinese,60.88,Morning,12/19/2024,Refunded,34,2.2,High,0
ORD00742,CUST0195,Seattle,Desserts,39.13,Morning,8/27/2024,Refunded,48,1.3,High,0
ORD00743,CUST0095,Houston,Burgers,40.93,Late Night,12/11/2024,Cancelled,66,1.8,Medium,0
ORD00744,CUST0090,Seattle,Desserts,77.15,Morning,2/15/2024,Completed,50,1.1,Medium,1
ORD00745,CUST0159,New York,Breakfast,10.38,Evening,10/4/2024,Completed,17,4.3,High,1
ORD00746,CUST0218,Seattle,Salads,88.95,Evening,10/20/2024,Refunded,18,2.1,Low,0
ORD00747,CUST0294,Los Angeles,Desserts,43.49,Late Night,11/9/2024,Completed,18,2.1,High,1
ORD00748,CUST0459,Dallas,Pizza,10.19,Evening,11/27/2024,Cancelled,65,1.9,Medium,0
ORD00749,CUST0345,Houston,Pizza,53.79,Late Night,4/1/2024,Refunded,35,2.5,Low,0
ORD00750,CUST0217,Los Angeles,Mexican,60.31,Late Night,5/28/2024,Refunded,38,1.8,Medium,0
ORD00751,CUST0465,Chicago,Mexican,48.5,Afternoon,4/28/2024,Completed,28,4.8,High,1
ORD00752,CUST0453,Miami,Salads,31.58,Evening,2/1/2024,Completed,21,2.2,Medium,1
ORD00753,CUST0436,Los Angeles,Sushi,22.52,Morning,1/23/2024,Completed,16,3.5,Medium,1
ORD00754,CUST0201,Dallas,Sushi,47.13,Morning,12/22/2024,Completed,28,4.3,Low,1
ORD00755,CUST0465,Dallas,Mexican,64.54,Evening,6/1/2024,Completed,26,4.3,Medium,1
ORD00756,CUST0294,New York,Pizza,63.98,Afternoon,7/10/2024,Completed,39,3.8,High,1
ORD00757,CUST0133,Seattle,Salads,65.46,Late Night,11/24/2024,Refunded,28,1.5,High,0
ORD00758,CUST0103,Miami,Mexican,51.76,Late Night,2/14/2024,Refunded,24,2.2,High,0
ORD00759,CUST0395,Chicago,Burgers,86.1,Late Night,4/30/2024,Completed,29,2.2,Medium,1
ORD00760,CUST0486,Miami,Breakfast,20.65,Late Night,6/25/2024,Cancelled,64,3,High,0
ORD00761,CUST0449,Los Angeles,Desserts,19.1,Evening,2/8/2024,Completed,64,1.6,Low,1
ORD00762,CUST0450,Seattle,Desserts,26.06,Late Night,4/6/2024,Cancelled,60,4.3,Low,0
ORD00763,CUST0325,Chicago,Mexican,21.88,Morning,7/30/2024,Completed,68,4.1,Medium,1
ORD00764,CUST0059,Miami,Mexican,40.32,Afternoon,8/25/2024,Completed,37,2.1,Low,1
ORD00765,CUST0337,Houston,Salads,74.6,Afternoon,3/25/2024,Completed,73,3.9,Medium,1
ORD00766,CUST0229,Miami,Desserts,85.17,Late Night,5/27/2024,Refunded,25,2.5,High,0
ORD00767,CUST0173,Chicago,Pizza,57.3,Evening,9/23/2024,Completed,74,1.4,High,1
ORD00768,CUST0106,New York,Chinese,77.98,Afternoon,10/14/2024,Refunded,26,1.8,High,0
ORD00769,CUST0251,New York,Desserts,40.45,Afternoon,6/5/2024,Completed,49,2.1,High,1
ORD00770,CUST0429,Dallas,Mexican,24.35,Late Night,1/2/2024,Completed,25,3.5,Medium,1
ORD00771,CUST0342,Chicago,Desserts,26.34,Evening,4/19/2024,Completed,74,3.5,Low,1
ORD00772,CUST0043,Seattle,Pizza,57.88,Evening,5/24/2024,Completed,20,2,Medium,1
ORD00773,CUST0209,Seattle,Mexican,34.44,Afternoon,4/13/2024,Completed,21,4.6,High,1
ORD00774,CUST0163,Dallas,Sushi,19.48,Afternoon,12/28/2024,Refunded,68,2.9,Medium,0
ORD00775,CUST0433,Houston,Chinese,89.19,Late Night,8/7/2024,Completed,32,1.9,Low,1
ORD00776,CUST0238,Seattle,Salads,39.2,Late Night,3/29/2024,Completed,46,4.7,High,1
ORD00777,CUST0043,Houston,Breakfast,46.32,Late Night,12/23/2024,Completed,19,3.6,Medium,1
ORD00778,CUST0117,Dallas,Burgers,36.94,Evening,12/23/2024,Cancelled,67,2.7,Medium,0
ORD00779,CUST0136,Houston,Desserts,46.6,Morning,6/26/2024,Cancelled,17,4.7,Medium,0
ORD00780,CUST0449,Houston,Breakfast,20.76,Evening,2/17/2024,Completed,18,4.9,Medium,1
ORD00781,CUST0075,New York,Mexican,87.99,Afternoon,7/11/2024,Cancelled,26,3,Low,0
ORD00782,CUST0272,Dallas,Mexican,42.02,Afternoon,9/26/2024,Cancelled,28,4.4,High,0
ORD00783,CUST0087,Miami,Desserts,25.05,Morning,12/24/2024,Cancelled,23,3.5,Medium,0
ORD00784,CUST0493,Seattle,Desserts,35.02,Evening,1/17/2024,Completed,45,1.5,Medium,1
ORD00785,CUST0409,Miami,Mexican,41.21,Morning,9/11/2024,Refunded,47,2.7,Medium,0
ORD00786,CUST0450,Los Angeles,Chinese,28.58,Afternoon,3/14/2024,Cancelled,54,1.5,Medium,0
ORD00787,CUST0261,Chicago,Mexican,43.4,Evening,3/21/2024,Completed,27,1.4,Medium,1
ORD00788,CUST0418,New York,Desserts,48.13,Morning,1/15/2024,Completed,68,1.7,Medium,1
ORD00789,CUST0112,Dallas,Burgers,65.11,Afternoon,4/29/2024,Cancelled,41,4.6,Medium,0
ORD00790,CUST0402,Atlanta,Mexican,87.77,Morning,3/28/2024,Completed,17,1.2,High,1
ORD00791,CUST0083,Houston,Desserts,25.87,Afternoon,3/6/2024,Completed,69,3.4,High,1
ORD00792,CUST0459,Miami,Mexican,72.58,Evening,1/23/2024,Cancelled,37,1.7,Medium,0
ORD00793,CUST0448,Miami,Breakfast,17.36,Afternoon,9/9/2024,Completed,35,1.6,High,1
ORD00794,CUST0206,Miami,Burgers,35.46,Evening,6/30/2024,Completed,60,1.4,Low,1
ORD00795,CUST0244,Miami,Burgers,52.16,Morning,12/12/2024,Completed,44,1,Medium,1
ORD00796,CUST0057,Chicago,Salads,17.06,Afternoon,5/14/2024,Refunded,46,2.3,Medium,0
ORD00797,CUST0241,Dallas,Desserts,13.19,Afternoon,3/2/2024,Completed,44,4.1,Low,1
ORD00798,CUST0350,New York,Mexican,61.93,Evening,11/13/2024,Completed,32,4.6,Low,1
ORD00799,CUST0370,Los Angeles,Breakfast,66.38,Evening,2/27/2024,Refunded,18,2.4,High,0
ORD00800,CUST0438,Los Angeles,Mexican,40.33,Evening,9/2/2024,Cancelled,72,1.3,High,0
ORD00801,CUST0488,Dallas,Breakfast,63.25,Late Night,12/23/2024,Completed,56,1.8,Medium,1
ORD00802,CUST0113,Los Angeles,Sushi,56.88,Late Night,8/15/2024,Completed,20,2.8,High,1
ORD00803,CUST0070,Houston,Desserts,76.65,Late Night,1/9/2024,Completed,24,4.7,High,1
ORD00804,CUST0284,New York,Breakfast,79.65,Late Night,6/28/2024,Refunded,53,5,High,0
ORD00805,CUST0191,Chicago,Mexican,53.9,Evening,12/16/2024,Refunded,37,3.1,High,0
ORD00806,CUST0332,Miami,Chinese,32.28,Late Night,7/11/2024,Completed,40,3.5,Medium,1
ORD00807,CUST0197,Houston,Sushi,25.94,Afternoon,11/15/2024,Refunded,20,1.4,Medium,0
ORD00808,CUST0408,Chicago,Pizza,48.66,Morning,5/7/2024,Refunded,60,4.9,Medium,0
ORD00809,CUST0090,Los Angeles,Mexican,74.23,Afternoon,12/7/2024,Refunded,63,1.4,Medium,0
ORD00810,CUST0360,Chicago,Salads,44.31,Morning,12/15/2024,Completed,32,4.5,High,1
ORD00811,CUST0172,Miami,Burgers,26.7,Morning,3/20/2024,Cancelled,17,4.8,Medium,0
ORD00812,CUST0063,Seattle,Sushi,52.78,Evening,6/24/2024,Refunded,24,1.3,Medium,0
ORD00813,CUST0325,Los Angeles,Sushi,61.18,Evening,11/19/2024,Cancelled,70,1.5,Medium,0
ORD00814,CUST0350,Houston,Salads,44.59,Evening,7/4/2024,Completed,66,2.5,High,1
ORD00815,CUST0221,Dallas,Desserts,75.99,Late Night,11/19/2024,Completed,55,4,Medium,1
ORD00816,CUST0383,Houston,Burgers,17.5,Evening,1/20/2024,Completed,36,4.4,High,1
ORD00817,CUST0440,Houston,Pizza,82.62,Morning,10/10/2024,Completed,72,4.6,Low,1
ORD00818,CUST0387,New York,Desserts,11.78,Evening,7/10/2024,Completed,60,3,High,1
ORD00819,CUST0444,Los Angeles,Salads,82.55,Afternoon,2/28/2024,Completed,70,4.1,Low,1
ORD00820,CUST0080,Chicago,Mexican,19.81,Afternoon,10/17/2024,Completed,60,4.3,High,1
ORD00821,CUST0485,Atlanta,Salads,23.81,Late Night,1/24/2024,Cancelled,58,4.4,Low,0
ORD00822,CUST0069,Dallas,Sushi,42.5,Evening,1/27/2024,Refunded,33,3.6,Low,0
ORD00823,CUST0294,Miami,Breakfast,63.78,Morning,1/27/2024,Cancelled,23,2.1,Medium,0
ORD00824,CUST0492,Chicago,Pizza,12.75,Afternoon,7/22/2024,Refunded,34,2,High,0
ORD00825,CUST0308,Atlanta,Salads,85.83,Evening,12/10/2024,Completed,42,1.1,Low,1
ORD00826,CUST0095,Atlanta,Salads,78.44,Late Night,4/19/2024,Cancelled,36,4.6,High,0
ORD00827,CUST0342,Houston,Chinese,17.04,Evening,9/7/2024,Completed,73,3.9,High,1
ORD00828,CUST0387,Dallas,Chinese,86.05,Afternoon,5/8/2024,Completed,15,3.6,Low,1
ORD00829,CUST0034,Dallas,Chinese,87.63,Afternoon,1/13/2024,Completed,70,2.1,High,1
ORD00830,CUST0306,Chicago,Burgers,64.25,Morning,9/29/2024,Completed,16,2.1,High,1
ORD00831,CUST0172,Miami,Pizza,17.56,Afternoon,5/28/2024,Completed,68,2.4,High,1
ORD00832,CUST0272,Los Angeles,Sushi,67.51,Evening,1/18/2024,Completed,35,4.7,Low,1
ORD00833,CUST0202,New York,Desserts,89.26,Late Night,4/12/2024,Completed,27,1.1,High,1
ORD00834,CUST0168,Los Angeles,Burgers,40.17,Afternoon,11/13/2024,Refunded,48,4.6,High,0
ORD00835,CUST0052,Los Angeles,Chinese,69.78,Afternoon,7/28/2024,Completed,26,3.6,Medium,1
ORD00836,CUST0479,Los Angeles,Mexican,57.63,Afternoon,6/18/2024,Refunded,26,2.5,High,0
ORD00837,CUST0336,Miami,Breakfast,16.49,Afternoon,7/18/2024,Completed,67,1.2,High,1
ORD00838,CUST0220,New York,Burgers,45,Morning,3/28/2024,Refunded,69,4.1,Low,0
ORD00839,CUST0390,Houston,Burgers,76.74,Late Night,2/21/2024,Completed,57,5,Medium,1
ORD00840,CUST0441,Houston,Pizza,72.92,Afternoon,8/11/2024,Completed,36,3.8,High,1
ORD00841,CUST0254,Houston,Desserts,84.16,Late Night,4/4/2024,Refunded,35,2.9,High,0
ORD00842,CUST0097,Chicago,Sushi,32.76,Late Night,7/20/2024,Completed,56,2.9,High,1
ORD00843,CUST0358,Chicago,Salads,84.49,Late Night,6/27/2024,Refunded,16,3.8,Medium,0
ORD00844,CUST0468,New York,Chinese,72.43,Late Night,1/14/2024,Completed,17,4.5,High,1
ORD00845,CUST0146,Dallas,Mexican,35.29,Afternoon,4/19/2024,Refunded,61,4.8,High,0
ORD00846,CUST0139,Dallas,Pizza,28.46,Morning,6/22/2024,Cancelled,47,3.7,Medium,0
ORD00847,CUST0273,Dallas,Breakfast,16.4,Afternoon,12/17/2024,Completed,54,4.3,Medium,1
ORD00848,CUST0011,Atlanta,Sushi,64.2,Late Night,1/9/2024,Completed,48,1,Low,1
ORD00849,CUST0469,Atlanta,Chinese,77.49,Evening,12/20/2024,Completed,28,3.4,High,1
ORD00850,CUST0322,Seattle,Desserts,44.08,Late Night,7/10/2024,Cancelled,43,4.1,High,0
ORD00851,CUST0163,Dallas,Sushi,24.33,Afternoon,11/4/2024,Cancelled,40,4.2,Medium,0
ORD00852,CUST0477,New York,Salads,61.47,Late Night,4/19/2024,Completed,74,3.9,Low,1
ORD00853,CUST0046,Atlanta,Salads,64.9,Evening,6/29/2024,Completed,63,2.8,High,1
ORD00854,CUST0169,Miami,Mexican,9.32,Morning,2/9/2024,Refunded,67,3.5,High,0
ORD00855,CUST0129,Atlanta,Salads,26.52,Evening,3/2/2024,Completed,25,3.9,Low,1
ORD00856,CUST0026,New York,Burgers,19.32,Morning,2/21/2024,Completed,60,4.6,Medium,1
ORD00857,CUST0261,New York,Salads,51.21,Morning,11/27/2024,Cancelled,70,2,Low,0
ORD00858,CUST0369,Chicago,Salads,19.63,Late Night,4/23/2024,Cancelled,36,4.1,Medium,0
ORD00859,CUST0135,Dallas,Desserts,24.74,Morning,4/24/2024,Completed,30,3.8,Low,1
ORD00860,CUST0453,Atlanta,Desserts,70.34,Afternoon,8/19/2024,Completed,15,4.6,Low,1
ORD00861,CUST0279,Atlanta,Salads,30.83,Late Night,6/15/2024,Completed,63,1.5,High,1
ORD00862,CUST0134,Houston,Salads,36.78,Late Night,6/4/2024,Refunded,23,2.9,Medium,0
ORD00863,CUST0160,Chicago,Pizza,67.1,Morning,4/19/2024,Completed,51,2.3,Medium,1
ORD00864,CUST0110,Atlanta,Salads,19.51,Evening,4/29/2024,Completed,60,2.9,High,1
ORD00865,CUST0240,Houston,Burgers,89.63,Late Night,12/21/2024,Cancelled,29,4.7,Low,0
ORD00866,CUST0003,Houston,Sushi,72.73,Late Night,12/20/2024,Completed,65,4.4,High,1
ORD00867,CUST0099,Chicago,Desserts,22.31,Morning,7/27/2024,Cancelled,63,3.9,High,0
ORD00868,CUST0186,Atlanta,Desserts,56.21,Late Night,9/23/2024,Completed,26,1.4,Low,1
ORD00869,CUST0193,Houston,Chinese,44.37,Evening,1/11/2024,Cancelled,47,1.6,High,0
ORD00870,CUST0233,New York,Desserts,17.44,Morning,2/1/2024,Completed,63,4.9,Medium,1
ORD00871,CUST0318,Dallas,Sushi,23.97,Late Night,10/24/2024,Cancelled,67,2.3,Low,0
ORD00872,CUST0096,Los Angeles,Mexican,87.89,Evening,8/23/2024,Cancelled,15,1.1,Low,0
ORD00873,CUST0408,Houston,Desserts,30.99,Afternoon,6/19/2024,Refunded,28,3.8,High,0
ORD00874,CUST0076,New York,Breakfast,73.48,Afternoon,9/18/2024,Completed,17,1.3,Medium,1
ORD00875,CUST0038,New York,Salads,88.86,Late Night,8/25/2024,Refunded,44,4.5,High,0
ORD00876,CUST0390,Dallas,Breakfast,50.02,Morning,4/9/2024,Completed,35,4.8,High,1
ORD00877,CUST0327,Houston,Chinese,77.42,Morning,3/17/2024,Completed,74,3.7,Medium,1
ORD00878,CUST0020,Miami,Desserts,19.2,Late Night,7/18/2024,Refunded,55,1.2,High,0
ORD00879,CUST0028,Miami,Chinese,64.93,Evening,10/27/2024,Completed,23,1.1,Low,1
ORD00880,CUST0018,Houston,Pizza,32.44,Afternoon,9/24/2024,Completed,72,4.8,High,1
ORD00881,CUST0403,Los Angeles,Pizza,28.6,Afternoon,11/2/2024,Refunded,16,4.1,Medium,0
ORD00882,CUST0096,Chicago,Breakfast,42.91,Late Night,10/13/2024,Cancelled,32,2,Medium,0
ORD00883,CUST0461,Dallas,Breakfast,52.06,Evening,3/7/2024,Completed,55,4.9,Medium,1
ORD00884,CUST0096,New York,Burgers,30.6,Evening,5/13/2024,Refunded,51,4.2,Medium,0
ORD00885,CUST0123,Atlanta,Breakfast,88.38,Late Night,2/4/2024,Cancelled,60,4.5,Medium,0
ORD00886,CUST0412,Houston,Sushi,85.25,Evening,4/9/2024,Completed,35,4.8,High,1
ORD00887,CUST0329,Los Angeles,Desserts,47.29,Afternoon,12/25/2024,Refunded,47,1.7,High,0
ORD00888,CUST0219,Dallas,Burgers,55.75,Late Night,10/4/2024,Refunded,71,3.9,Medium,0
ORD00889,CUST0289,Atlanta,Breakfast,20.73,Evening,8/22/2024,Completed,54,2.4,High,1
ORD00890,CUST0315,Seattle,Salads,44.09,Morning,12/25/2024,Completed,35,4.2,Low,1
ORD00891,CUST0312,Miami,Chinese,85.08,Morning,10/23/2024,Completed,30,3.4,Medium,1
ORD00892,CUST0479,New York,Pizza,25.32,Late Night,3/22/2024,Refunded,35,2.4,High,0
ORD00893,CUST0400,Atlanta,Desserts,49.02,Evening,10/17/2024,Cancelled,69,2.1,Medium,0
ORD00894,CUST0410,Houston,Burgers,30.22,Morning,9/24/2024,Completed,68,3.9,Medium,1
ORD00895,CUST0073,Houston,Desserts,73.82,Morning,8/6/2024,Refunded,39,4,Medium,0
ORD00896,CUST0262,Houston,Mexican,39.35,Late Night,5/29/2024,Cancelled,40,3.3,High,0
ORD00897,CUST0163,Miami,Salads,51.43,Afternoon,10/29/2024,Refunded,46,3,Medium,0
ORD00898,CUST0252,Houston,Breakfast,56.76,Morning,9/2/2024,Cancelled,71,1.2,Medium,0
ORD00899,CUST0163,Miami,Salads,70.66,Afternoon,12/18/2024,Completed,40,2.5,High,1
